CC NO.,SUBJECT,DATE,PDF_NAME,TYPE
205,Stoppage of 12191/92 H. Nizamuddin-Jabalpur Express at Dabra and 11057/58 CSMT-Amritsar Express at Basai,19.08.2023,CC-205-2023-STOP-DABRA-BASAI%2019-Aug-2023%2014-11-55.pdf,ST
204,Change in days  of operation of 12007/08 MGR Chennai-Mysuru Shatabdi Express ,21.08.2023,CC-204-2023-CIDOP-12007-08-SHATABDI%20EXPRESS.pdf,CH
203,Introduction of Jhajha-Jasidih MEMU special upto Jasidih & extension of 03273/74 Patna-Jhajha MEMU Special upto Jasidih,18.08.2023,CC%20203.pdf,IN
202,Stoppage of 03219/20 Patliputra-Gomtinagar TOD special at Bagaha in lieu of Valmikinagar Road ,18.08.2023,CC%20202.pdf,ST
201,"Linking of 13331/32 Dhanbad-Patna Express with 13349/50 Singrauli-Patna Express,  delinking of 13347/48 Barkakana-Patna Palamau Express with 13349/50 Singrauli-Patna Express,  increase in frequency of 13331/32 Dhanbad-Patna Express from 06 days to daily and introduction of special service between Patna and Rajgir",18.08.2023,CC%20201.pdf,LI
200,Stoppage of 16205/06 Talaguppa-Mysuru Express at Arasalu & Kumsi and 16227/28 Musuru-Talaguppa at Arasalu,21.08.2023,CC-200.pdf,ST
199,Operation of 14203/04 Varanasi-Lucknow Express and 14213/14 Varanasi-Bahraich Express  and extension upto Varanasi City on temporary basis,18.08.2023,CC-199-2023-EXT-14203-04%20AND%2014213-14%20TO%20VARANASI%20CITY.pdf,OP
197,Extension of 14012/11 Hoshiyarpur-Delhi Express upto Agra Cantt. and 12319/20 Kolkata-Agra Cantt. upto Gwalior,18.08.2023,CC-197-2023-EXT-%20DLI-HOSIYAPUR%20UPTO%20AGRA%20ETC.pdf,EX
196,Speeding up of 16823/24 Chennai Egmore-Kollam Express,18.08.2023,Cc196%20(1).pdf,SP
195,"Stoppage of train service at Chaube, Gujhandi, Hazaribagh Road and Koderma",17.08.2023,CC%20195.pdf,ST
194,Introduction of 11405/06 Pune-Amravati Express via Latur Road,17.08.2023,CC%20194.pdf,IN
193,Extension of 12057/58 New Delhi-Una Himachal Jan Shatabdi Express upto Daulatpur Chowk ,17.08.2023,CC%20193.pdf,EX
192,Extension of 12549/50 Durg-Jammu Tawi Express  upto Udhampur,16.08.2023,CC%20192.pdf,EX
191,Stoppage of 12439/40 H.S.Nanded-Shriganganagar Express at Sadul Shahar,16.08.2023,CC%20191.pdf,ST
190,Change in composition and Augmentation of 12775/76 Kakinada Town-Lingampalli Cocanada Express,16.08.2023,CC-190-2023.pdf,CH
189,Operation of 09363/64 (69217/18) Anand-Khambat MEMU Special from 6 days to a daily MEMU service,16.08.2023,CC%20189.pdf,OP
188,Stoppage of 11045/46 Kolhapur-Dhanbad Express & other trains at Narkher,16.08.2023,CC-188-2023.pdf,ST
187,Stoppage of 12649/50 Yesvantpur-H. Nizamuddin Karnataka Sampark Kranti Express at Mahbubnagar and 17651/52 Chengalpattu-Kacheguda Express at Shadnagar,16.08.2023,CC-187-2023.pdf,ST
186,"Stoppage of 03111/12 Sealdah-Godda MEMU Special at Shikaripara, 12333/34 Howrah-Prayagraj Rambag Vibhuti Express & 22643/44 Ernakulam-Patna Express at Jamtara and 13429/30 Malda Town-Anand Vihar Express at Pirpainti",14.08.2023,CC-186%20Stop%20at%20Shikaripara%2C%20Pirpainti%20%26%20Jamtara.pdf,ST
185,Operation of 12119/20 Ajni-Amravati Express as a daily MEMU service,14.08.2023,CC-185-INF%20OF%2012119-20%20AJNI%20AMRAVATI%20EXP%20AS%20DAILY%20SERVICE.pdf,OP
183,Increase in frequency of 22929/30 Bandra(T)-Mahuva Express from weekly to bi-weekly,14.08.2023,CC%20183.pdf,IN
182,Stoppage of 11119/20 Igatpuri-Bhusaval MEMU at Lahavit,14.08.2023,CC-182-LAHAVIT.pdf,ST
181,Introduction of 22109/10 Lokmanya Tilak (T)-Balharashah Express ,14.08.2023,CC-181%20INTRO%20LTT-BALAHARSHAH.pdf,IN
180,Stoppage of 18113/14 Tatanagar-Bilaspur Express at Akaltara,11.08.2023,CC-180-2023-STOP-AKALTARA.pdf,ST
179,Stoppage of 12745/46 Secunderabad-Manuguru Express at Garla,14.08.2023,CC-179%20STOP%20AT%20GARLA.pdf,ST
178,Introduction of 11201/02 Nagpur-Shahdol Express ,11.08.2023,CC-178%20NAGPUR%20SHAHDOL.pdf,IN
177,Naming of 14205/06 Ayodhya Cantt-Delhi Express  as Ayodhya Express,11.08.2023,CC-177%20AYODHYA%20EXPRESS.pdf,NA
176,Stoppage of 18463/64 Bhubaneswar-KSR Bengaluru Prashanti Express at Kaluparaghat,11.08.2023,CC-176-2023-STOP-KALUPARAGHAT.pdf,ST
175,Stoppage of 19807/08 Kota-Hisar Express at Kapren and introduction of Kota-Sawai Madhopur MEMU service,11.08.2023,CC-175%20KAPREN%20%26%20SAWAI%20MADHOPUR-KOTA.pdf,ST
174,Change in timing of 11651/52 Jabalpur-Singrauli Express,11.08.2023,CC-174-2023-CIT-JABALPUR-SINGRAULI.pdf,CH
173,Extension of 07468/69 Visakhapatnam-Vizianagaram MEMU upto Salur,11.08.2023,CC-173%20VSKP-VZNM%20UPTO%20SALUR.pdf,EX
172,Revision of timings of 13142 New Alipurduar-Sealdah Teesta-Torsa Express,14.08.2023,CC-172-13142%20TEESTA%20TORSA%20EXPRESS.pdf,RE
171,Extension of 22129/30 Lokmanaya Tilak (T)-Prayagraj Express upto Ayodhya Cantt. ,09.08.2023,CC-171%20EXTN%20OF%2022129%2030%20LTT-PRYG%20UPTO%20AYODHAYA%20CANTT.pdf,EX
170,Extension of 09119/20 Pratapnagar-Alirajpur Passenger service upto Jobat,09.08.2023,CC-170-2023-EXT-%2009129-20%20TO%20JOBAT.pdf,EX
167,Extension of 15515/16  Raxaul-Danapur Express upto Sugauli ,08.08.2023,CC-167%20EXTN%20OF%2015515-16%20RAXAUL-%20DANAPUR%20EXPRESS%20UPTO%20SUGAULI.pdf,EX
166,Change in terminal of 19701/02 Jaipur-Delhi Sainik Express and 20409/10 Delhi-Bathinda Express from Delhi to Delhi Cantt. along with its augmentation and linking with 20409/10 Delhi-Bhatinda Express,07.08.2023,CC-166-2023-AUG%20OF%20SAINIK%20EXPRESS%20(1).pdf,CH
165,Stoppage of 12807/08 Visakhapatnam-H.Nizamuddin Samta Express at Ambodala & 18005/06 Howrah-Jagdalpur Express at Therubali,03.08.2023,CC-165%20STOP%20AT%20AMBODALA%20%26%20THERUBALI(1).pdf,ST
164,Stoppage of 20977/78 Ajmer-Delhi Cantt. Vande Bharat Express at Rewari,03.08.2023,CC-164-2023-STOP-REWARI.pdf,ST
163,Speeding up of 16105/06 Chennai Egmore-Tiruchendur Express ,07.08.2023,CC-163-2023-SPEEDING%20UP%20OF%2016105-06%20MS-TCN.pdf,SP
162,Stoppage of 16604 Thiruvanthapuram –Mangaluru Express at Tirur,09.08.2023,CC-162-2023-STOP-TIRUR.pdf,ST
161,"Merger of 56113/14 Mayiladuthurai-Tiruchchirappalli-Karur Passenger, 76833/34 Tiruchchirappalli-Karur Passenger and 76801/02 Salem-Karur Passenger",17.08.2023,CC-161-2023-MERGER-INTRO-MAYILADUTHURAI%20AND%20SALEM.pdf,ME
160A,Additional stoppages of Ernakulam-Velankanni Express ,28.08.2023,CC%20160A.pdf,AD
160,"Introduction of Ernakulam-Velankanni Express, Tirupati-Kollam Express and extension of 16791/92 Palakkad-Tirunelveli Palaruvi Express upto Tuticorin",17.08.2023,CC-160-2023-INTRO-ERS-VELANKANNI-%20TPTY-KOLLAM-%20EXT-TN.pdf,IN
157,Extension of 11305/06 Solapur-Gadag Express and 11139/40 CSMT-Gadag Express upto Hosapete,01.08.2023,CC-157-2023-EXT-HOSPAPETE.pdf,EX
156,Stoppage of 07381/82 Hubballi-Karatagi Special Express at Halligudi Halt,01.08.2023,CC-156-2023-STOP-HALLIGUDI.pdf,ST
155,Stoppage of 16305/06 Ernakulam-Kannur Express at Pattambi,01.08.2023,CC-155-2023-STOP-PATTAMBI.pdf,ST
154,Introduction of 07687/88 Agartala-Sabroom DEMU Special Daily service,01.08.2023,CC-154-2023-INTRO-AGARTALA-SABROOM.pdf,IN
153,Stoppage of 22223/22224 CSMT-Sainagar Shirdi Vande Bharat Express at Kalyan and 22225/26 CSMT-SolapurVande Bharat Express at Thane,31.07.2023,CC-153-2023-STOP-KALYAN%20AND%20THANE.pdf,ST
152,Stoppage of 20409 /10 Delhi-Bathinda Express at Mansa,31.07.2023,CC-152-2023-STOP-MANSA.pdf,ST
151,Stoppage of 22921/22 Gorakhpur-Bandra (T) Express at Tulsipur,31.07.2023,CC-151-2023-STOP-TULSIPUR.pdf,ST
150,Stoppage of 19415/16 Ahmedabad-Shri Mata Vaishno Devi Katra Express at Charkhi Dadri,31.07.2023,CC-150-2023-STOP-CHARKHI%20DADRI.pdf,ST
149,Stoppage of 15073/74 Singrauli- Tanakpur Tribeni Express at Bilpur and 13345/46 Varanasi-Singrauli Express at  Narayanpur Bazar,31.07.2023,CC-149-2023-STOP-BILPUR-AHRAURA.pdf,ST
148,Stoppage of 13413/14 & 13483/84 Malda Town-Delhi Farakka Express and 12419/20 New Delhi-Lucknow Express at Bharthana ,28.07.2023,CC-148-2023-STOP-BHARTHANA.pdf,ST
147,Extension of 01793/94 (66547/48) Marikuppam-Bangarapet MEMU upto Krishnarajapuram and revision of its timings,14.08.2023,CC-147%20MARIKUPPAM.pdf,EX
146,Extension of 16343/44Thiruvananthapuram-Madurai Amritha Express upto Rameswaram,14.08.2023,CC-146%20%20TVC-MDU%20EXPRESS.pdf,EX
145,Extension of 16535/36 Mysuru- Solapur Gol Gumbaz Express upto Pandharpur,14.08.2023,CC-145%20GOLGUMBAJ%20EXTN.pdf,EX
144,Stoppage of 12781/82 Mysuru-H.Nizamuddin Swarna Jayanti Express at Hole Narsapur ,01.08.2023,CC-144-2023-STOP-HOLE%20NARASIPUR.pdf,ST
143,Stoppage of 19015/16 Dadar-Porbandar Saurashtra Express & 12905/06 Porbandar-Shalimar Express at Lalpur Jam,28.07.2023,CC-143.pdf,ST
142A,Stoppage of 12493/94 Miraj-H. Nizamuddin Darshan Express at Pune & Miraj,14.08.2023,CC-142A-2023-EXT%20OF%20DARSHAN%20EXP%20TO%20MIRAJ-STOPPAGES%20ENRROUTE.pdf,ST
142,Extension of 12494/93 H. Nizamuddin-Pune Darshan Express upto Miraj,28.07.2023,CC-142.pdf,EX
141,Stoppage of 22945/46 Mumbai-Okha Express at Aliyavada and 22959/60 Vadodara-Jamnagar Express at Jamwanthali,28.07.2023,CC-141.pdf,ST
140,Extension of 14723/24 Bhiwani-Kanpur Kalindi Express upto Prayagraj,25.07.2023,CC-140-2023-EXT-KALINDI%20EXPRESS.pdf,EX
139,Stoppage of 12453/54 & 20407/08 Ranchi-New Delhi Rajdhani Express at Lohardaga,24.07.2023,CC-139%20STOP%20LOHARDAGA.pdf,ST
138,Stoppage of 12995/96 Ajmer-Bandra Express at Dahod,21.07.2023,CC-138-2023-STOP-DAHOD.pdf,ST
137,Introduction of MEMU service between Bina and Guna,21.07.2023,CC-137-2023-INTRO-BINA-GUNA.pdf,IN
136,Increase in frequency of 19307/08 Indore-Chandigarh Express from weekly to bi-weekly,20.07.2023,CC-136-INF-19307-08%20INDB-CDG%20EXPRESS.pdf,IN
135A,"Conversion of operational stoppage into commercial stoppage at Jakhapura, Meramandali & Damanjodi",11.08.2023,CC-135%20MERAMANDALI%2C%20JAKHAPUR%20DAMANJODI.pdf,CO
135,Stoppage of 18517/18 Korba-Visakhapatnam Express and 18189/90 Tatanagar-Ernakulam Express at Ambodala ,17.07.2023,CC-135-2023-STOP-AMBODALA.pdf,ST
134,Stoppage of 14115/16 Dr. Ambedkar Nagar-Prayagraj Express and 22163/64 Bhopal-Khajuraho Mahamana Express at Duriyaganj,11.07.2023,CC-134-2023-STOP-DURIYAGANJ%20(1).pdf,ST
133A,Modification in CC No. 133,06.07.2023,CC-133A-INTRO-RAIPUR-ANTAGARH%2006-Jul-2023%2015-12-05.pdf,MO
133,Introduction of MEMU/DEMU train service between Raipur and Antagarh,05.07.2023,133.pdf,IN
132,Introduction of 22549/50 Gorakhpur-Lucknow Vande Bharat Express and 12461/62 Jodhpur- Ahmedabad (Sabarmati) Vande Bharat Express ,04.07.2023,CC-132-2023-INTRO-GKP-LKO%20AND%20JU-SBIB%20VANDE%20BHARAT.pdf,IN
131,Extension of 79403/79404 (09543/09544) Asarva-Dungarpur-Udaipur DEMU upto Chhittaurgarh,30.06.2023,CC-131-2023-EXT%20OF%2009543-44%20ASARVA-DUNGARPUR%20T0%20CHITTAURGARH%20(2).pdf,EX
130,Extension of 08269/70 Chirmiri-Anuppur Passenger Special upto Chandia Road ,26.06.2023,CC-130-2023%20Chirmiri-%20Chandia%20Road%2026-Jun-2023%2019-20-50.pdf,EX
129,Stoppage of 18247/48 Rewa-Bilaspur Express at Chandia Road,27.06.2023,CC-129-2023-STOP-CHANDIA%20ROAD.pdf,ST
128,Stoppage of 22457/58 Anand Vihar(T)-Dehradun Vande Bharat Express at Deoband,26.06.2023,CC-128-2023-STOP-DEOBAND.pdf,ST
127A,"Introduction of 20911/12 Indore-Bhopal Vande Bharat Express, 20174/73 Jabalpur-Rani Kamlapati Vande Bharat Express,  20661/62 KSR Bengaluru City-Dharward Vande Bharat Express, 22349/50 Patna-Ranchi Vande Bharat Express and 22229/30 CSMT-Madgaon Vande Bharat Express ",23.06.2023,CC-127A-2023-INTRO-5%20PAIRS%20OF%20VANDE%20BHARAT%20TRAINS.pdf,IN
127,"Introduction of 20911/12 Indore-Bhopal Vande Bharat Express, 20174/73 Jabalpur-Ranii Kamlapati Vande Bharat Express,20661/62 KSR-Bengaluru-Dharwad Vande Bharat Express,  22349/50 Patna-Ranchi Vande Bharat Express and 22229/30 CSMT-Madgaon Vande Bharat Express",23.06.2023,CC-127-2023-INTRO-5-VANDE%20BHARAT%20(1).pdf,IN
126L,Stoppage of 14863/64 Varanasi-Jodhpur Marudhar Express at Musafirkhana,19.12.2023,CC-126L-2023-STOP-MUSAFIRKHANA.pdf,ST
126K,"Stoppage of train services at Bhatpar Rani, Salempur, & Reoti",19.12.2023,CC%20126k.pdf,ST
126J,Stoppage of 14151/52 Kanpur-Anand Vihar(T) Express & 19409/10 Ahmedabad-Gorakhapur Express at Bilhaur,13.12.2023,CC-126J-2023-STOP-BILHAUR.pdf,ST
126I,Stoppage of 15113 Gomti Nagar-Chhapra Kaheri Express at Ramkola,27.09.2023,CC%20126%20I-STOP-RAMKOLA.pdf,ST
126H,"Stoppage of train services at Gursahaiganj, Jasoda, Kiraoli, Bah, Achhnera",26.09.2023,CC-126H-Stop-Gursahaiganj.pdf,ST
126G,Stoppage of 18101/02 Tatanagar-Jammut Tawi Express & 18309/10 Sambalpur-Jammu Tawi Express at Khaga,22.09.2023,CC-126G-2023-STOP-KHAGA.pdf,ST
126F,"Stoppage of train services at Dhobi, Kerakat and Pindra Road",21.09.2023,cc%20126%20F.pdf,ST
126D,"Stoppage of train services at Bhatpar Rani, Salempur, Belthara, Reoti and Bhatni",18.09.2023,CC%20126D%20stoppahe%20at%20bhatpar%20rani.pdf,ST
126C,Stoppage of 128581/82 Banaras-New Delhi Express & 12875/76 Puri-Anand Vihar(T) Express at Tundla and 14217/18 Prayagraj Sangam-Chandigarh Express at Kanchausi,06.09.2023,CC%20126C.pdf,ST
126B,Stoppage of train services at Kadipur & Lohta,25.08.2023,CC%20126B.pdf,ST
126A,Stoppage of 15231/32 Barauni-Gondia Express and 20941/42 Bandra(T)-Gazipur City Express at Kirakat and 22433/34 Ghazipur-Anand Vihar(T) Express at Mariahu,09.08.2023,CC-126%20A.pdf,ST
126,"Stoppage of 12311/12 Howrah-Kalka Netaji Express, 15483/84 Alipurduar-Delhi Sikkim Mahananda Express & 18309/10 Sambalpur-Jammu Tawi Express at Hathras",22.06.2023,CC-126-2023-STOP-HATHRAS%20JN.pdf,ST
125H,"Stoppage of train services at Uppalpur, Pasivedala and Adoni",07.07.2023,CC-125H-2023-STOP-UPPALUR-PADIVEDALA-ADONI.pdf,ST
125G,Stoppage of 16339/40 Chhatrapati Shivaji Maharaj (T)-Nagarcoil Express and 17615/15 Kacheguda-Madurai Express at Piler,30.06.2023,CC-125G-2023-STOP-PILER.pdf,ST
125F,"Stoppage of train services at Uppalpur, Pasivedala and Adoni",30.06.2023,CC-125F-2023-STOP-ADONI-PASIVEDALA-UPPALUR%20(1).pdf,ST
125E,"Stoppage of train services at Chinna Ganjam, Chirala, Putla Cheruvu and Bhimadolu",28.06.2023,CC-125E.pdf,ST
125D,"Stoppage of train services at Mangalagiri, Nayadupeta, Gudur, Koduru and Razampeta",27.06.2023,CC-125D-2023-STOP-MANGALAGIRI-GUDUR-NAYUDUPETA-KODURU-RAZAMPETA.pdf,ST
125C,"Stoppage of train service at New Guntur, Vejandla, Anantpur, Gotty & Tadipatri",26.06.2023,CC-125C-2023-STOP-NEW%20GUNTUR-VEJANDLA-ANATAPUR-GOOTY-TADIPATRI.pdf,ST
125B,"Stoppage of train services at Markapur Road, Giddalur, Cumbum, Yerraguntla &  Ekambarakuppam",24.06.2023,CC-125B-2023-STOP-MARKAPUR%20ROAD-GIDDALUR-CUMBUM%20ETC.pdf,ST
125A,Stoppage of train services at Nadikude & Sullurupeta,23.06.2023,CC-125A-2023-STOP-NADIKUDE-SALLURUPETA.pdf,ST
125,Stoppage of train services at Piduguralla & Sattenapalle,22.06.2023,CC-125-2023-STOP-PIDUGURALLA-SATTENAPALE(1).pdf,ST
124F,"Stoppage of train services at Jamaikunta, Warangal and Peddapalli",07.07.2023,CC-124F-2023-STOP-JAMIKUNTA-WARANGAL-PEDAPALLI.pdf,ST
124E,"Stoppage of train services at Dornakal, Shadnagar, Nawandgi, Sriram Nagar and Jamikunta",28.06.2023,124%20E%20(1).pdf,ST
124D,Stoppage of train services at Mriyalaguda and Nalgonda,27.06.2023,CC-124D-2023-STOP-MIRYALGUDA-NALGONDA.pdf,ST
124C,"Stoppage of train services at Karepalli, Khammam, Madhira, Jadcherla  & Asifabad Road",26.06.2023,CC-124C-2023-STOP-KAREPALLI-KHAMMAM-MIDHIRA-JADCHERLA-ASIFABAD.pdf,ST
124B,Stoppage of train services at Mancheral & Ramgundam,24.06.2023,CC-124B-2023-STOP-MANCHERAL-RAMGUNDAM.pdf,ST
124A,Stoppage of train services at Belampalli & Sirpurkagaznagar,23.06.2023,CC-124A-2023-STOP-BELAMPALLI-SIRPUR%20KAGAZNGR.pdf,ST
124,Stoppage of train services at Gadwal & Mahbubnagar,22.06.2023,CC-124-2023-STOP-GADWAL-MAHBUBNAGAR.pdf,ST
123,Stoppage of 18465/66 Hatia-Puri Express at Kalunga,16.06.2023,CC-123-2023-STOP-KALUNGA.pdf,ST
122F,Provision of stoppages pertaining to SR. (Tamil Nadu),04.09.2023,CC-122F.pdf,PR
122E,Stoppage of 16339/40 CSMT-Nagercoil Express at Samalpatti,18.08.2023,CC-122E-2023-STOP-SAMALPATTI%2019-Aug-2023%2014-15-07.pdf,ST
122D,"Stoppage of train services at Ariyalur, Attur, Chitteri, Cuddalore Fort, Katpadi, Kila Kadaiyam, Kodumudi, Kulitalai, Kulitturai,Mailam, Manaparai, Mandapam, Melmaruvathur, Morappur,Namakkal, Pavurchatram, Peralam, Ramanathapuram, Sholavadan, Sirkazhi, Sivaganga, Tirumangalam, Tiruppadiripuliyur and Valliyur ",10.07.2023,CC-122D.pdf,ST
122C,Stoppage of 16101 Chennai Egmore-Kollam  Express at Sivakasi,10.07.2023,CC-122C-2023-STOP-SIVAKASI.pdf,ST
122B,Stoppage of 16231/32 Mayiladuthurai-Mysuru Express at Papanasam,28.06.2023,122%20B.pdf,ST
122A,Stoppage of train services at Kovilpatti and Kodaikanal Road,21.06.2023,CC-122A-2023-STOP-KODAIKANAL-KOVILPATTI.pdf,ST
122,"Stoppage of 16733/34 Okha-Rameswaram Express, 22651 Palakkad-MGR Chennai Express and 17236 Nagercoil-SMVT Bengaluru Express at Rasipuram ",16.06.2023,CC-122-2023-STOP-RASHIPURAM.pdf,ST
121A,"Stoppage of train services at Kachnara, Piplia and Jawad Road",19.09.2023,CC-121A-2023-STOP-KACNARA-PIPLIA-JAWAD%20ROAD.pdf,ST
121,Stoppage of 19667/68 Udaipur-Mysuru Express and 82653/54 Yesvantpur-Jaipur Express at Nimuch,15.06.2023,CC-121-2023-STOP-NIMACH.pdf,ST
120,Conversion of operational stoppages at Igatpuri into commercial stoppages,15.06.2023,CC-120-2023-STOP-IGATPURI.pdf,CO
119,Extension of 04108/07 Utratia-Sultanpur MEMU upto Shivpur,02.06.2023,cc119.pdf,EX
118,Introduction 22229/30 CSMT -Madgaon Vande Bharat Express,02.06.2023,CC-118-2023-INTRO-CSTM-MAO%20VANDE%20BHARAT.pdf,IN
117G,Stoppage of train services over Southern Railway,03.08.2023,CC-117G-2023-STOP-16%20STOPPAGE%20ON%20SR%20(1).pdf,ST
117F,Stoppage of train services over Southern Railway,10.07.2023,CC-117F-2023-STOP-10%20PAIRS%20IN%20SR.pdf,ST
117E,Stoppage of 16101/02 Chennai Egmore-Kollam Express at Aryankavu and 16791/92 Tirunelveli-Palakkad Palaruvi Express at Kundara,10.07.2023,CC-117E-STOP-ARYANKAYU-KUNDARA.pdf,ST
117D,"Stoppage of train services at Vallikunnu, Quilandi,Karunagapalli, Chalakudi, Ottappalam, Ambalappuzha, Kuttippurm, Neyyattinkara",07.07.2023,CC-117D-2023-STOP-VALLIKUNNU-QUILANDI-KARUNAGAPALLI%20ETC.pdf,ST
117C,Stoppage of 20923/24 Tirunelveli-Gandhidham Humsafar Express at Kollam,26.06.2023,CC-117C-2023-STOP-KOLLAM.pdf,ST
117B,Stoppage of 16128 Guruvayur-Chennai Egmore Express at Varkala Shivagiri,21.06.2023,CC-117B-2023-STOP-VAKALA.pdf,ST
117A,"Stoppage of train services at Changanasseri, Mavelikkara and Munroturuttu",20.06.2023,CC-117%20A.pdf,ST
117,Stoppage of 16649/50 Mangaluru-Nagarcoil Express at Chirayinkeezh,30.05.2023,CC%20117.pdf,ST
116,Stoppage of train services at Pandhurna,29.05.2023,CC-116-2023-STOP-PANDHURNA.pdf,ST
115E,Stoppage of 13349/50 Singrauli-Patna Express at Jakhim and 15021/22 Shalimar-Gorkhapur Express at Anugrah Narayan Road,31.08.2023,CC%20115E.pdf,ST
115B,Stoppage of 18635/36 Ranchi-Sasaram Express at Nabenagar Road,21.06.2023,CC-115B-2023-STOP-NABENAGAR%20ROAD.pdf,ST
115A,Stoppage of 18639/40 Ara-Ranchi Express and 15021/22 Shalimar-Gorakhpur Express at Dehri-on-Sone,13.06.2023,CC-115A-2023-STOP-DEHRI-ON-SONE.pdf,ST
115,Stoppage of 13205/06 Saharsa-Patliputra Janhit Express at Mehnar Road and 15549/50 Jaynagar-Patna Express at Dholi,29.05.2023,CC-115.pdf,ST
114A ,Stoppage of 14617 Banmankhi-Amritsar Jansewa Express and 15203/04 Baranuni-Lucknow Express at Ekma and 15113/14 Gomti Nagar-Chhapra Kacheri Express at Rajapatti,16.08.2023,CC-114A.pdf,ST
114,"Stoppage of train services at Ekma, Rajapatti, Daudpur and Shamkuria",26.05.2023,CC-114-2023-STOP-EKMA-RAJAPATTI%20ETC.pdf,ST
113,Introduction of 22227/28 New Jalpaiguri-Guwahati Vande Bharat Express,27.05.2023,CC-113-2023-INTRO-NJP-GHY%20VB%20EXPRESS.pdf,IN
112J,Stoppage of 18107/08 Rourkela-Jagdalpur Express at Bamra and 18425/26 Puri-Durg Express at Rairakhol,12.09.2023,CC-112J-2023-STOP-BAMRA-RAIRAKHOL.pdf,ST
112I,Stoppage of 20823/24 Puri-Ajmer Express & 22839/40 Rourkela-Bhubaneswar Express at Naraj Marthapur ,17.08.2023,CC-112(I).pdf,ST
112H,Stoppage of 18423/24 Bhubaneswar-Nayagarh Town Sewa Express at Lingaraj Temple and 18118 Gunupur-Rourkela Express at Kashinagar,11.07.2023,CC-112H-2023-LINGRAJ%20TEMPLE%20ROAD-KASHINAGAR.pdf,ST
112G,"Stoppage of train services at Hindol Road, Kanas Road and Belpahar",10.07.2023,CC-112G-2023-STOP-HINDOL%20-KANAS-BELPAHAR.pdf,ST
112F,"Stoppage of train services at Tikiri, Therubali and Singapur Road",30.06.2023,CC-112F-2023-STOP-TIKIRI-THERUBALI-SINGAPUR%20ROAD%20(1).pdf,ST
112 E,Stoppage of 18005/06 Howrah-Jagdalpur Express at Bagdihi and 18309/10 Sambalpur-Jammu Tawi Express at Rengali,01.06.2023,112%20E.pdf,ST
112D,"Stoppage of 22861/62 Howrah-Kantabanji Express, 12871/72 Howrah-Titlagarh Express and 18425/26 Puri-Durg Express at Dungripali",31.05.2023,CC-112D-2023-STOP-DUNGRIPALLI.pdf,ST
112C,Stoppage of 18117/18 Rourkela-Gunupur Rajya Rani Express at Kuhuri and 18425/26 Puri-Durg Express at Mancheswar ,30.05.2023,CC-112C-2023-KUHURI-MANCHESWAR.pdf,ST
112B,"Stoppage of 20809/10 Sambalpur-H.S.Nanded Express at Attabira, 18029/30 Lokmanya Tilak (T)-Shalimar Express at Brajrajnagar and 20837/38 Bhubaneswar-Junagarh Road Express at Lanjigarh Road",30.05.2023,CC-112B-2023-STOP-ATTABIRA-BRAJRAJNAGAR-LANJIGARH.pdf,ST
112A,Stoppage of 18410 Shalimar -Puri Jagannath Express & 18477/78 Puri-Rishikesh Utkal Express at Soro,26.05.2023,CC-112A-2023-STOP-SORO.pdf,ST
112,"Stoppage of train services at Kotpar Road, Kalupara Ghat and Sakhi Gopal",26.05.2023,CC%20112.pdf,ST
111,"Stoppage of 19411/12 Sabarmati-Daulatpur Chowk Express, 19223/24 Ahmedabad-Jammu Tawi Express and 22931/32 Bandra(T)-Jaisalmer Express at Kalol",24.05.2023,CC%20111.pdf,ST
110,Extension of 14309/10 Dehradun-Ajmer Express upto Laxmibai Nagar,24.05.2023,CC-110-2023-EXT-14310-09%20upto%20Laxmibai%20Nagar.pdf,EX
109,"16031/32 Chennai-SVD Katra Andaman Express, 12967/68 Chennai-Jaipur Express and 12511/12 Gorakhpur-Kochuveli Express at Hinganghat",24.05.2023,CC-109-2023-STOP-HINGANGHAT.pdf,16
108A,Change in date of introduction of 22457/58 Anand Vihar(T)-Dehradun Vande Bharat Express w.e.f. 29.05.2023,24.05.2023,CC-108A-2023-INTRO-ANVT-DDN%20VB%20EXPRESS.pdf,CH
108,Introduction of 22457/58 Anand Vihar(T)-Dehradun Vande Bharat Express,23.05.2023,CC%20108.pdf,IN
107,"Stoppage of 12177/78 Mathura-Howrah Express at Barwa Sagar, 19165/66 Ahmedabad-Darbhanga Express at Chirgaon",19.05.2023,CC%20107.pdf,ST
106,Increase in frequency of 13225/26 Danapur-Jaynagar Express and 13227/28 Rajendra Nagar (T)-Saharsa Express from 06 days to daily,19.05.2023,CC%20106.pdf,IN
105C,Stoppage of train service at Barauni and New Barauni,18.08.2023,CC%20105C.pdf,ST
105 A,Stoppage of 15909/10 Dibrugarh-Lalgarh Express and 19305/06 Dr. Ambdedkar Nagar- Kamakhya Express at Sonpur,24.05.2023,CC-105A-2023-STOP-SONPUR.pdf,ST
105,13301/02 Dharband-Tatanagar Express at Pathardih and 12281 Bhunbaneswar-Delhi Duranto Express at Gaya,19.05.2023,CC%20105.pdf,13
104,Stoppage of 13163/64 Sealdah-Saharsa Hatey Bazare Express at Koparia ,19.05.2023,CC%20104.pdf,ST
103,Introduction of Pune-Bikaner Express and Pune-Miraj Express,17.05.2023,CC%20103.pdf,IN
